Latitude,Longitude,MedInc_scaled
32.71,-117.03,0.19032151280671994
33.77,-118.16,0.22845202135142967
34.66,-120.48,0.2521620391442877
32.69,-117.11,0.09948828292023558
36.78,-119.8,0.2106384739520834
37.42,-121.86,0.4222562447414519
34.04,-117.97,0.13926014813588783
37.91,-122.53,0.516496324188632
34.13,-117.9,0.06897146246258673
34.02,-117.79,0.40873229334767797
37.72,-122.45,0.2563274989310493
33.97,-118.35,0.11933628501675843
37.46,-119.72,0.16379774072081765
37.33,-121.88,0.11015710128136165
34.18,-118.34,0.1594874553454435
33.89,-118.23,0.18391470462476384
36.67,-121.65,0.1649977241693218
38.03,-121.34,0.2694031806457842
34.32,-118.43,0.2574516213569469
33.93,-118.28,0.06434394008358507
34.16,-117.34,0.1167983889877381
37.24,-121.98,0.5546544185597441
38.94,-123.15,0.15290823574847245
33.98,-118.28,0.07414380491303568
40.89,-122.31,0.12126729286492603
37.89,-122.28,0.33911256396463496
39.48,-121.57,0.02243417332174729
34.08,-118.26,0.2071695562819823
33.8,-118.07,0.23305195790402894
36.06,-120.79,0.13711535013310167
33.12,-117.07,0.1532185762954994
34.55,-118.01,0.24627936166397713
33.99,-118.4,0.16034951242051837
34.08,-118.06,0.13875670680404406
32.79,-117.01,0.20290754610281242
33.88,-118.11,0.21305913021889356
40.66,-122.36,0.10427442380105102
33.97,-118.21,0.1855284754693039
33.86,-118.06,0.3157128867188039
33.65,-117.92,0.032434035392615274
34.1,-118.47,0.7377760306754391
34.1,-118.03,0.23724500351719285
33.93,-117.41,0.24245872470724544
33.97,-118.38,0.38062233624363806
33.76,-118.02,0.2157901270327306
32.95,-117.05,0.18875601715838403
38.55,-121.51,0.1615012206728183
33.91,-118.07,0.18591467703893744
33.6,-117.7,0.18021820388684295
34.17,-118.14,0.2449966207362657
34.07,-118.26,0.131301637218797
37.94,-122.07,0.27414104633039543
39.76,-121.65,0.17241831147156594
32.77,-117.01,0.14950828264437732
34.06,-118.35,0.18904566833560915
33.5,-117.7,0.5695921435566407
37.82,-122.08,0.7477276175501029
33.9,-118.24,0.048854498558640574
34.04,-118.36,0.15805299237251902
32.8,-117.24,0.16730114067392177
32.72,-117.14,0.10710197100729647
34.18,-118.14,0.19357664032220245
38.96,-122.63,0.08621260396408327
36.66,-118.96,0.18596295223514164
37.56,-122.27,0.35818126646529014
34.15,-118.23,0.3335816057709549
33.68,-117.89,0.19592833202300658
33.99,-118.32,0.10192962855684749
33.77,-118.18,0.04471662459828141
33.98,-117.47,0.30956124743106994
37.32,-122.27,0.3375953435125033
33.81,-118.18,0.08621260396408327
32.75,-117.09,0.05025447924856209
37.38,-121.85,0.32700238617398386
38.61,-121.32,0.15683231955421306
37.97,-121.25,0.08893670432131973
33.84,-117.93,0.18828705810954333
34.88,-117.13,0.12671549357939893
33.95,-118.14,0.21817630101653773
36.97,-122.13,0.2909546075226549
34.06,-118.06,0.14319802485482958
37.86,-122.27,0.15113584640211858
34.19,-118.47,0.3167542516654943
38.71,-121.44,0.20779023737603625
37.99,-121.79,0.36083640225652064
34.02,-118.17,0.13448780016827355
32.75,-117.16,0.17038385677438933
34.1,-118.29,0.16839767727341692
38.11,-122.6,0.3376712045351099
37.81,-121.99,0.30357512310175033
33.78,-117.91,0.17552171694183533
37.8,-121.21,0.06795768334229874
38.03,-121.25,0.42486310533647814
34.05,-118.49,0.45024206562668107
33.63,-117.67,0.2694031806457842
33.67,-118.0,0.2974165873574158
33.99,-117.37,0.08172990717369417
36.73,-119.79,0.10172963131543016
38.13,-121.29,0.31034744348353815
33.83,-118.19,0.4101253775809989
34.61,-120.16,0.17369415594267668
37.4,-120.84,0.14630832678169958
32.76,-117.18,0.1482324381732666
33.14,-117.08,0.21008675742403554
37.85,-122.24,0.3078854084771245
40.89,-124.01,0.1348946911077089
40.77,-122.96,0.1923559675038965
33.86,-118.27,0.22390725645163517
36.55,-121.91,0.3603329609246769
37.71,-121.96,0.46547633825740337
34.1,-118.18,0.30504406835767783
33.73,-117.81,0.21185914677038936
33.77,-118.15,0.2089143598019338
37.48,-122.23,0.15841160811575017
38.37,-121.98,0.16164604626143086
37.96,-121.7,0.19181804388904983
33.67,-117.33,0.0978952014454973
38.01,-122.24,0.38001544806278537
37.36,-121.98,0.28017544585591925
38.52,-121.47,0.052247555206135096
33.61,-117.89,0.31034744348353815
33.79,-117.76,0.5355374408628847
37.75,-122.41,0.26132053350988266
34.04,-118.17,0.2133694707659205
35.33,-119.1,0.43165611508806784
36.88,-121.6,0.295264892898029
36.21,-119.35,0.07847477965821162
34.04,-118.33,0.2163694293871809
33.82,-117.95,0.26392739410490895
37.47,-122.15,0.1760113653604778
39.48,-121.79,0.19951448945531786
34.96,-120.44,0.1666735631232673
33.97,-118.39,0.3955186825009311
37.78,-122.42,0.11390877367208731
32.85,-117.2,0.2958028165128757
33.82,-117.89,0.31451979972690036
39.72,-121.82,0.06941283568502504
35.54,-117.84,0.3156025434131943
33.83,-117.91,0.042695962814306015
34.05,-118.39,0.24243803533744362
32.68,-117.08,0.05683369884553317
37.9,-122.05,0.2864029461662598
34.15,-117.2,0.49875863781189234
37.93,-122.08,0.31559564695659376
38.68,-121.38,0.24602419276975496
40.95,-124.16,0.18211472945200757
40.59,-124.15,0.1099226217569413
34.01,-118.43,0.4084978138232576
34.1,-117.84,0.23079681659563317
40.05,-123.78,0.11630874056909561
37.26,-121.0,0.08319195597302106
33.61,-117.89,0.32360932952648935
33.88,-117.89,0.36220190066343916
32.73,-117.02,0.29622350036551226
33.69,-117.99,0.22399691038744296
32.95,-117.26,0.3678845809023324
34.29,-118.72,0.38184990551854464
37.47,-122.14,0.22701755837850512
38.39,-121.37,0.39707038523606575
34.09,-118.34,0.13401884111943285
33.99,-118.28,0.1437842236658805
33.03,-117.27,0.30138204990276
34.28,-117.17,0.4620487993269059
34.0,-118.33,0.029689245665577027
37.95,-122.34,0.16379774072081765
36.86,-121.45,0.18190093929738904
33.87,-118.37,0.2072316243913877
33.93,-118.25,0.043771810043999396
33.39,-117.14,0.23136232603688223
37.56,-122.31,0.2617619067323209
33.92,-118.22,0.1128743051819975
37.47,-122.13,0.3165059792278727
33.92,-118.27,0.08457124729314079
38.43,-122.68,0.38464986689838765
33.94,-118.26,0.07931614736348465
38.72,-121.71,0.16470807299209667
34.12,-117.66,0.5738196714528075
37.0,-122.04,0.17043213197059354
34.07,-118.21,0.13006717148728986
37.69,-121.78,0.19736969145253175
37.02,-120.06,0.20867988027751344
32.81,-116.97,0.113260506751631
33.22,-117.22,0.100495165583923
37.48,-122.25,0.4594557316450808
33.98,-118.27,0.055468200438614654
37.37,-122.07,0.29669935587095353
37.79,-122.44,0.5224479662349485
38.53,-122.94,0.22167970096964185
34.07,-117.73,0.12135694680073379
37.33,-121.94,0.26207224727934786
36.77,-119.77,0.10734334698831742
33.71,-117.88,0.24827933407815062
40.12,-123.82,0.1094536627081006
37.89,-122.53,0.3729189942207694
37.28,-122.03,0.6478393401470326
36.32,-119.7,0.14812209486765698
33.85,-116.53,0.16998386229155465
35.35,-119.02,0.10228134784347805
37.76,-122.49,0.20898332436793976
38.58,-121.3,0.16528737534654697
34.13,-118.32,0.24712762582585074
36.91,-119.77,0.3329126494806969
38.11,-122.6,0.2280589233251955
33.77,-118.2,0.054240631163708086
33.81,-117.94,0.2807892304933725
32.97,-116.67,0.3351057226796872
34.16,-118.36,0.1367981131294741
33.77,-118.01,0.36801561357774376
38.01,-121.8,0.12091557357829548
33.86,-118.07,0.20172825202411004
33.82,-117.99,0.16293568364574285
38.58,-121.43,0.23563812912925342
33.9,-118.09,0.18235610543302855
35.28,-120.7,0.28325126549978624
34.01,-118.25,0.06527496172466586
33.93,-118.36,0.17332864374284496
33.99,-118.33,0.1867836305706128
33.82,-118.13,0.3227265830816127
37.8,-122.2,0.30730610612267417
34.24,-118.63,0.2988510503303403
39.17,-123.73,0.1293154577178246
36.57,-119.61,0.07471621081088536
32.72,-117.14,0.12279140977365834
33.37,-117.25,0.10310892263554987
38.75,-120.54,0.2400863436366395
37.84,-122.02,0.49704831657494386
36.79,-119.79,0.06981283016785976
37.78,-122.44,0.1625494820761093
36.7,-119.81,0.05106826112743272
41.74,-122.64,0.19376284465041865
33.91,-118.14,0.1756251637908443
34.52,-120.39,0.14253596502117216
38.44,-122.72,0.030606474393456637
40.75,-124.17,0.30011310188824986
33.61,-117.66,0.45860057102660656
39.15,-121.07,0.13604639936000884
38.7,-122.52,0.0024896208328160987
37.53,-121.98,0.2827616170811437
33.83,-118.11,0.3046923490710473
37.8,-122.23,0.09914346009020565
33.9,-117.85,0.32439552557895757
37.94,-122.53,0.29203045475234823
41.77,-124.21,0.14341871146604873
34.02,-118.32,0.10555026827216178
33.95,-118.02,0.2840305650956539
35.82,-118.7,0.13060509510213653
32.74,-117.24,0.24323112784651246
33.95,-118.37,0.1800733782982304
37.97,-121.98,0.37667066661149506
36.98,-121.88,0.3031268534227114
32.92,-116.84,0.1835009172287279
34.07,-117.89,0.2400587578102371
37.59,-120.94,0.1251913766706666
38.9,-120.3,0.029158218507330927
34.17,-118.3,0.1771561771561772
33.92,-118.12,0.14409456421290745
41.69,-122.56,0.13177749272423828
34.22,-118.4,0.21684528489262217
37.76,-122.45,0.3533468503882705
38.92,-121.22,0.27557550930332
33.93,-118.21,0.10116412187418107
33.15,-117.2,0.17337691893904916
38.72,-121.47,0.24294837312588796
41.86,-122.33,0.11959145391098054
34.15,-118.25,0.21983145060068138
37.93,-121.22,0.29310630198204163
33.8,-117.98,0.34397456586805697
38.63,-121.44,0.058364712210866074
34.08,-118.21,0.0999710348822775
33.91,-118.35,0.26336188466365984
32.99,-117.01,0.546785561578461
33.98,-118.15,0.12414311526737563
33.79,-118.13,0.2256313706017848
34.41,-119.7,0.15891504944759383
34.17,-118.62,0.43780775437580177
33.83,-118.1,0.336105708886774
33.88,-118.36,0.1482807133694708
34.07,-118.07,0.18103888222231418
36.76,-119.79,0.04655797851064124
36.22,-119.33,0.2071695562819823
40.2,-122.38,0.16170811437083626
34.08,-118.05,0.10643991117363898
40.88,-124.1,0.1079847174521731
37.66,-122.44,0.18570778334091947
38.25,-122.0,0.3049820002482725
41.5,-121.76,0.039089116012192934
37.56,-122.29,0.33574709314354284
34.04,-118.22,0.06337843615950126
34.1,-118.35,0.14799106219224561
38.32,-122.48,0.18020441097364176
34.16,-119.19,0.2394656625425856
33.72,-116.37,0.1725631370601785
33.87,-118.38,0.3614846691769769
34.11,-118.29,0.8592433207817823
34.19,-119.2,0.31045778678914776
37.54,-121.97,0.2851684804347526
38.42,-120.97,0.26227224452076525
32.95,-117.26,0.3557399208286782
33.97,-118.26,0.07241969076288604
33.68,-116.3,0.16470807299209667
36.56,-119.64,0.10799161390877367
34.15,-117.71,0.5108136439497386
37.37,-122.09,0.4370629370629371
34.43,-119.8,0.3558916428738914
37.67,-122.45,0.27094109046771775
37.01,-122.02,0.6618460435028483
34.09,-117.29,0.04694418008027476
36.75,-119.76,0.11655701300671716
34.17,-118.43,0.2721686597426242
38.44,-122.86,0.20325236893284232
32.91,-117.15,0.3066509427456173
34.3,-118.51,0.48329678211335014
37.68,-121.73,0.34135391235982954
33.75,-117.83,0.31005089584971246
32.79,-117.06,0.6277430656128882
37.35,-122.03,0.2079626487910512
34.08,-117.87,0.3518296299361388
33.82,-117.91,0.2207900580681646
33.95,-118.23,0.1199431731976111
37.53,-122.04,0.2390863574295527
33.86,-117.97,0.2138384298147612
33.78,-117.99,0.1796526944455939
38.05,-122.14,0.1923559675038965
38.01,-121.89,0.2480862332933339
33.63,-114.58,0.19612832926442397
37.76,-122.14,0.3496641425635509
34.07,-117.95,0.24946552461345367
38.44,-122.74,0.14880484407111627
37.7,-121.93,0.26956869560419855
36.34,-119.34,0.24237596722803828
39.52,-121.36,0.1304671659701246
35.35,-119.01,0.09741934594005601
36.71,-119.72,0.1736527772030731
37.44,-122.13,0.3743258713672915
36.69,-119.69,0.11423290713231542
34.11,-118.59,0.4103736500186205
33.98,-118.24,0.11207431621632806
33.96,-118.43,0.5711645356615772
32.71,-117.24,0.4252493069061117
37.68,-120.99,0.15125998262092938
32.8,-116.86,0.3017268727327899
32.96,-117.12,0.3805188893946291
34.02,-118.5,0.17196314533592644
32.94,-117.24,0.3286092605619233
38.35,-121.94,0.26979627867201833
33.99,-118.19,0.19910070205928193
33.71,-117.98,0.27425138963600504
37.4,-121.9,0.22498310368132857
37.78,-122.47,0.24587936718114234
37.15,-122.13,0.23740362201900667
33.73,-117.9,0.1906180604405457
37.79,-122.42,0.1490186342257348
34.23,-118.46,0.17370794885587787
33.82,-117.97,0.2252106867491483
34.0,-118.44,0.24885173997600035
34.02,-118.24,0.09300561371567291
34.28,-118.74,0.3725810678473401
33.95,-118.12,0.3622087971200398
37.34,-121.96,0.20259030909918485
34.0,-118.33,0.2614998413814982
33.89,-118.27,0.27351346877974103
34.22,-118.22,0.4486834664349457
34.44,-119.67,0.330264410146067
33.99,-118.46,0.24550695852471005
33.91,-118.35,0.24672763134301595
37.67,-120.96,0.1670321788664984
37.09,-119.4,0.1949628280989228
36.99,-120.7,0.16739079460972955
33.84,-118.31,0.2155211652253073
34.07,-118.1,0.1445842126315499
34.12,-117.28,0.059116425980331316
34.05,-117.17,0.2555826816181846
34.27,-119.24,0.19167321830043726
34.12,-118.09,0.505841298740707
33.96,-118.29,0.07099902070316273
33.96,-118.22,0.1586253982703687
34.03,-117.32,0.2346519358353678
37.99,-122.49,0.4478627880994745
34.26,-118.52,0.2263210162618447
32.75,-117.23,0.1819974896897974
32.7,-117.09,0.0660956400601371
32.78,-115.57,0.24396904870277653
37.81,-122.25,0.18103888222231418
37.77,-122.42,0.06035089171183847
37.93,-121.94,0.4875518958359195
33.91,-118.23,0.11541220121101779
37.92,-122.5,0.39056702666170123
34.15,-116.33,0.07234382974027945
33.03,-117.05,0.2660101239982897
38.64,-121.44,0.03723396918663191
37.23,-120.25,0.11617770789368424
33.89,-118.25,0.13474296906249572
38.0,-122.26,0.3267265279099599
32.8,-117.13,0.23953462710859164
33.87,-117.92,0.11718459055737164
34.47,-119.67,0.3086716045295927
37.82,-122.24,0.3900015172204522
38.54,-122.48,0.25583785051240676
33.98,-118.22,0.1403635811919836
33.85,-116.52,0.20611439842209073
32.76,-117.12,0.1282396104881312
36.79,-119.63,0.27765823919670074
37.33,-121.85,0.15879091322878308
37.54,-122.03,0.29803037199486904
33.72,-116.29,0.18463193611122608
34.21,-116.22,0.1178190645646267
33.88,-118.24,0.13670156273706568
37.27,-121.8,0.39469110770885923
36.8,-119.71,0.17241831147156594
39.34,-123.81,0.18319747313830154
33.79,-118.17,0.07241969076288604
32.82,-117.25,0.5035378822361072
37.36,-120.63,0.24616901835836746
33.84,-117.82,0.6641287706376464
35.73,-117.87,0.2518516985972607
32.8,-117.14,0.23736224327940303
38.13,-120.26,0.24540351167570107
38.12,-120.55,0.13793602846857284
33.93,-118.3,0.1863767396311775
39.73,-121.83,0.10389511868801811
37.6,-120.92,0.22490724265872197
37.37,-120.5,0.13112232934718143
34.09,-117.73,0.13362574309319875
36.62,-121.92,0.1397497965545303
34.26,-119.25,0.1496600046895905
33.73,-118.02,0.34896070399028983
37.97,-121.27,0.042358036440876684
33.79,-117.83,0.1676735493303541
33.93,-118.07,0.25000344822830034
34.25,-118.27,0.3119612143280782
