Latitude,Longitude,MedInc_scaled
34.44,-119.75,0.0926401015158411
36.61,-121.83,0.1899697935200894
34.02,-118.05,0.112074316216328
34.13,-117.37,0.1272878994772486
33.96,-118.31,0.2749065530130619
32.76,-117.01,0.1627218934911242
33.89,-118.0,0.2404242700100688
34.01,-118.14,0.1736527772030731
37.32,-122.02,0.4063668087336726
37.35,-121.98,0.2102867546654529
34.39,-119.59,0.2204797175211376
41.04,-124.1,0.1016675632060247
37.44,-122.15,0.4658142646308327
33.93,-116.61,0.1590115998400022
33.54,-117.76,0.4431525082412657
34.0,-118.28,0.112074316216328
37.35,-121.99,0.2687687066385291
36.59,-121.91,0.3953324781727149
35.31,-119.04,0.2548792430449235
37.84,-122.14,0.3541330464407388
37.97,-122.52,0.1551771699700694
34.02,-118.29,0.0452683411263293
38.01,-121.78,0.2723548640708404
41.86,-122.33,0.1195914539109805
39.52,-121.61,0.0942193900773782
33.93,-117.88,0.493006993006993
34.09,-117.89,0.3491675976883078
33.28,-115.95,0.096267637687756
38.84,-119.96,0.2118246644873864
38.44,-122.67,0.1890732541620116
34.1,-118.12,0.2575481717493552
38.34,-121.96,0.2337967752168935
39.04,-120.99,0.1289430490613922
33.09,-117.08,0.2935614681176811
34.11,-117.31,0.0968607329554075
34.14,-118.27,0.1729286492600102
34.1,-117.65,0.1356395084205735
38.24,-122.61,0.2896580736817423
37.44,-122.14,0.4259044702831686
38.92,-119.98,0.1827629963724638
33.69,-117.95,0.3017268727327899
34.05,-118.31,0.0988744982827823
34.03,-117.78,0.3806292327002386
39.14,-121.61,0.0666335636749838
33.89,-118.16,0.0851367567343898
37.74,-122.16,0.2514379112012248
38.57,-122.44,0.2167556309568143
37.77,-122.5,0.2410656404739245
33.94,-117.93,0.3828705810954331
37.95,-122.32,0.2724169321802458
32.82,-117.18,0.2801754458559192
34.26,-117.28,0.197742100108964
34.17,-119.17,0.2179142356657149
33.85,-118.42,0.3125681025089309
33.73,-117.86,0.2220865919090771
37.34,-121.85,0.1432394035944332
37.86,-122.03,0.4665866677700998
37.81,-122.42,0.2653273747948304
37.77,-122.46,0.2241417359760555
38.42,-122.74,0.1293154577178246
33.98,-118.22,0.0486889836002262
37.35,-121.94,0.1290602888236025
34.24,-118.45,0.1783837464310837
34.06,-117.73,0.0625094826278258
34.03,-117.03,0.1751975834816071
37.62,-122.03,0.2339967724583109
37.75,-122.49,0.2231831285085723
33.49,-117.68,0.4039185666404601
32.72,-117.24,0.4891380808540573
34.09,-117.72,0.1901146191087019
33.91,-118.13,0.306037158108164
32.69,-117.04,0.1737976027916856
34.04,-118.52,0.909249527592723
37.99,-121.83,0.3046026951352395
34.02,-118.42,0.2171625218962497
33.76,-118.3,0.3190990469096978
33.97,-118.16,0.1115984607108867
40.8,-124.16,0.0766334257458517
33.92,-118.28,0.1762113626018951
37.17,-122.16,0.3114853588226369
33.53,-117.76,0.5490613922566585
33.72,-117.99,0.3483745051792389
37.35,-121.81,0.2672445897297968
37.67,-121.79,0.3848084854002014
39.75,-121.82,0.1863215679783727
37.76,-122.49,0.2640101515841161
38.44,-122.67,0.2661204673038992
34.1,-118.3,0.0766403222024523
34.4,-119.7,0.1788871877629274
37.63,-122.42,0.1293154577178246
35.38,-118.96,0.1763354988207059
38.0,-121.79,0.1440945642129074
37.83,-122.28,0.0627853408918497
38.52,-121.47,0.0910746058675052
34.06,-118.3,0.0911366739769106
33.04,-117.05,0.432890580819575
33.88,-118.34,0.1902732376105157
36.3,-119.32,0.1703355815781851
40.85,-122.45,0.1568047337278106
33.9,-118.02,0.348974496903491
39.43,-121.52,0.1280465097033144
33.11,-117.08,0.117246658666777
38.6,-120.76,0.1439014634280906
33.94,-117.48,0.1861077778237542
38.37,-122.65,0.3600295168342505
34.0,-118.39,0.3243817326657564
33.84,-117.91,0.1487151901353084
36.72,-120.05,0.0917228727879615
37.96,-120.24,0.077592033213335
39.23,-122.9,0.2380656818526641
35.27,-118.99,0.0450269651453083
33.93,-118.41,0.2539206355774403
34.08,-118.25,0.111095019379043
37.85,-122.25,0.3546985558819878
34.04,-117.65,0.1382670583854016
36.97,-122.01,0.168583881601633
33.71,-117.88,0.1844319388698087
33.99,-117.96,0.396670390753231
33.6,-117.89,0.5045792471827976
36.8,-119.81,0.3901739286354671
37.64,-118.96,0.2578033406435773
34.08,-118.01,0.2603481331291982
33.87,-117.96,0.222224521041089
32.69,-117.17,0.33225748610364
38.66,-121.43,0.1529634074012772
33.05,-117.27,0.166094260768817
35.34,-119.01,0.1738527744444904
33.99,-118.29,0.0991434600902056
38.29,-122.77,0.1892594584902277
38.12,-122.27,0.1543151128949945
32.78,-115.57,0.3191749079323043
32.77,-117.05,0.1592943545606267
32.89,-116.94,0.3278782361622598
33.91,-118.18,0.1733424366560461
34.19,-118.65,0.324250699990345
33.89,-118.33,0.32327140315306
34.42,-119.71,0.2487069143873878
38.25,-122.01,0.2316105984745038
33.64,-117.84,0.1319499041392532
36.3,-119.34,0.1508668845946952
37.76,-122.42,0.0576957559206079
34.22,-118.54,0.2150866884594695
33.84,-118.39,0.3197955890263583
37.99,-121.28,0.1645149722072799
32.86,-116.84,0.189769796278672
37.34,-122.04,0.2206314395663508
37.45,-121.89,0.2931063019820416
37.77,-122.43,0.197948993806982
33.47,-117.69,0.3624846553840637
37.74,-122.16,0.1465565992193211
34.11,-117.62,0.2733617467345278
33.74,-117.89,0.2241417359760555
34.0,-117.99,0.4275044482145074
38.29,-122.46,0.2136729148563468
38.35,-121.97,0.2233693328367884
33.68,-117.78,0.2882305071654184
38.0,-121.82,0.2729893380780955
33.88,-118.21,0.1157432311278465
37.57,-122.04,0.3302023420366615
37.54,-120.89,0.1219293526985834
36.49,-120.22,0.1364601867560447
36.52,-119.28,0.1206948869670763
39.75,-122.18,0.0824057599205528
32.7,-117.12,0.0460821230051999
36.81,-119.71,0.1071502462035006
33.93,-118.2,0.2090591853905463
38.73,-121.3,0.2169349388284299
33.8,-117.85,0.2293140784265044
37.57,-122.32,0.1923559675038965
34.41,-118.9,0.2593067681825078
33.84,-118.29,0.3145542820099033
37.54,-122.28,0.3220783161611564
36.97,-121.94,0.1391222190038758
34.15,-118.44,0.6589564281871975
40.52,-122.37,0.2268727327898925
33.83,-117.86,0.3340643577329968
33.9,-117.19,0.2544171804526834
40.66,-122.43,0.1408118508710225
34.04,-118.19,0.1623632777478931
37.99,-121.79,0.3608364022565206
33.81,-118.13,0.2637963614294975
32.77,-117.04,0.1574254148218645
34.09,-118.01,0.2144453179956139
34.15,-117.94,0.2746306947490379
34.06,-118.09,0.1454807519896277
33.89,-117.52,0.3220369374215528
38.53,-121.41,0.1706045433856085
34.07,-117.47,0.0756748182783685
33.98,-117.37,0.1051778596157294
37.93,-121.7,0.1187362932925063
37.79,-122.19,0.1675701024813451
33.95,-118.13,0.2347346933145749
34.13,-117.3,0.0485165721852112
38.0,-122.3,0.2716859077805824
33.14,-117.22,0.3111957076454117
34.14,-118.27,0.1564530144411801
39.74,-122.13,0.1211707424725176
33.87,-118.13,0.2880374063806016
37.97,-122.55,0.4562419828692018
32.9,-117.13,0.2217693549054495
40.58,-122.37,0.1140604957173004
37.43,-121.91,0.2986510530889229
34.27,-118.47,0.3614501868939739
33.92,-118.42,0.3144439387042937
36.74,-119.69,0.2077833409194356
37.9,-122.18,0.586647080729921
37.93,-122.37,0.0862126039640832
34.19,-118.6,0.1607770927297555
34.08,-117.7,0.2513689466352188
37.75,-121.94,0.3984910552957891
37.64,-121.97,0.3832705755782679
37.4,-121.93,0.1982800237238107
34.04,-118.44,0.1773423814843933
33.74,-117.93,0.2359967448724845
33.98,-118.04,0.1253982703686845
37.32,-121.81,0.2494172494172494
33.83,-117.94,0.1896594529730624
38.47,-121.42,0.1265085998813809
37.78,-122.43,0.1709838484986414
37.42,-122.16,0.7275278961669496
37.47,-122.27,0.4279872001765493
34.44,-119.74,0.2003282713341885
33.99,-118.47,0.1135984331250603
34.09,-118.21,0.1566116329429939
34.13,-117.87,0.1806940593922842
34.41,-117.28,0.1719631453359264
34.06,-117.8,0.215852195142136
34.05,-118.43,0.4283802982027834
33.9,-118.32,0.2181073364505317
36.15,-119.74,0.1357843340091861
37.62,-122.04,0.2284520213514296
37.67,-120.97,0.2679411318464573
36.24,-121.02,0.1503565468062509
33.98,-118.18,0.1465565992193211
37.74,-122.5,0.2385070550751024
37.68,-121.89,0.4025737576033434
33.82,-118.03,0.3523675535509855
37.71,-122.14,0.1455290271858319
35.41,-119.04,0.1767285968469401
37.76,-122.16,0.1387773961738458
32.84,-116.94,0.2777823754155115
32.93,-117.08,0.3852222727962373
36.59,-121.88,0.1509979172701066
34.21,-118.43,0.1327636860181238
33.63,-117.68,0.3958841947007628
33.82,-117.91,0.1299568281816802
34.06,-118.12,0.1854664073598985
32.75,-117.09,0.0948331747148315
33.81,-117.95,0.2431069916277017
40.86,-124.09,0.0465028068578364
39.75,-121.62,0.0387994648349677
35.5,-119.27,0.0834885036068468
37.87,-122.05,0.4289113253610295
34.88,-117.02,0.1745769023875533
34.2,-119.17,0.1734527799616557
37.74,-122.48,0.2504172356243362
34.12,-117.91,0.2547895891091157
34.05,-118.35,0.1102398587605688
37.8,-122.23,0.0967503896497979
37.98,-121.23,0.3128439607729549
34.13,-118.08,0.3761810181928525
37.09,-120.65,0.1337843615950125
34.3,-118.38,0.2491413911532254
35.61,-117.64,0.2586240189790486
33.83,-118.11,0.3184231941628391
34.03,-118.32,0.1106674390698059
37.41,-121.81,0.4520282478862361
36.73,-119.77,0.0884815381856802
32.77,-117.12,0.1810388822223141
34.1,-118.05,0.2573895532475414
38.69,-121.37,0.1517910097791754
32.61,-117.03,0.3799051047571758
37.34,-121.8,0.3247472448655881
